,ano,bloco,talhao,corte,tch_bloco
4139,2021,222P2313,1,18,108.55
4140,2021,132P3217,2,3,199.01
4141,2021,134P1520,6,3,59.2
4142,2021,134P3420,5,2,79.98
4143,2021,143P4217,1,2,90.44
4144,2021,517P0026,3,4,67.24
4145,2021,407P0030,9,4,45.43
4146,2021,409P0033,13,5,34.05
4147,2021,111F0120,1,6,58.59
4148,2021,113F0011,12,18,91.0
4149,2021,124F0008,1,9,65.65
4150,2021,131F0041,2,2,37.42
4151,2021,133F0010,9,2,59.09
4152,2021,301F0198,1,3,59.2
4153,2021,302F0344,101,4,85.11
4154,2021,302F0495,3,6,43.87
4155,2022,112F0002,10,3,83.76
4156,2021,517F0391,8,8,75.35
4157,2021,521F0018,6,8,13.02
4158,2021,521F0180,2,6,54.5
4159,2021,603P0323,3,5,36.13
4160,2021,112P1265,2,3,53.86
4161,2021,113P1317,6,18,110.79
4162,2021,123P2328,2,18,120.44
4163,2021,123P2331,1,4,56.74
4164,2021,123P2350,12,18,134.92
4165,2021,601F0424,4,18,83.42
4166,2021,602F0534,5,8,63.71
4167,2021,606F0017,30,4,52.69
4168,2021,221F0028,3,2,82.27
4169,2021,409P0032,3,2,75.23
4170,2021,517P0071,3,6,75.99
4171,2021,301P0040,1,4,58.55
4172,2021,309P0000,6,2,34.69
4173,2021,407P0041,11,4,47.57
4174,2021,408P0004,22,4,21.8
4175,2021,411P0023,4,18,118.68
4176,2021,111F0095,2,2,112.75
4177,2021,132F0019,15,2,91.6
4178,2021,134F0027,1,6,31.81
4179,2021,301F0446,1,2,73.37
4180,2021,302F0006,3,5,45.61
4181,2021,302F0152,10,4,115.13
4182,2021,302F0300,12,2,81.8
4183,2021,517F0391,4,7,91.16
4184,2021,521F0181,8,6,45.31
4185,2021,116P1230,10,3,56.94
4186,2021,116P1628,2,3,6.19
4187,2021,121P2144,4,2,88.43
4188,2021,122P2214,9,3,86.49
4189,2021,601F0227,15,4,127.15
4190,2021,601F0434,6,2,101.87
4191,2021,603F0125,3,4,76.12
4192,2021,606F0143,1,2,90.73
4193,2021,226P2647,1,5,17.67
4194,2021,226P2678,10,4,61.71
4195,2021,232P3208,9,5,21.96
4196,2021,221F0008,1,5,33.05
4197,2021,221F0031,1,5,53.38
4198,2021,220P2841,4,4,59.45
4199,2021,220P2917,2,4,24.52
4200,2021,221P3119,2,4,51.79
4201,2021,145P4563,5,6,50.19
4202,2021,517P0026,2,4,67.24
4203,2021,518P0011,4,3,79.87
4204,2021,414P0039,3,2,82.94
4205,2021,111F0039,3,3,72.58
4206,2021,125F0017,1,2,91.98
4207,2021,133F0018,6,2,136.37
4208,2021,301F0363,1,2,87.41
4209,2021,302F0525,70,2,49.92
4210,2021,302F0626,2,6,90.82
4211,2021,518F0012,4,9,104.13
4212,2021,520F0013,1,9,60.76
4213,2021,521F0021,5,9,28.39
4214,2021,605P0318,3,4,43.79
4215,2021,111P1134,2,18,90.69
4216,2021,116P1251,3,18,109.34
4217,2021,121P2102,6,4,95.35
4218,2021,122P2202,2,3,112.68
4219,2021,604F0094,4,18,75.96
4220,2021,605F0007,16,2,54.4
4221,2021,222P2302,7,9,34.02
4222,2021,225P2548,1,3,50.95
4223,2021,225P2712,3,4,22.05
4224,2021,225P2878,1,3,49.09
4225,2021,145F0001,1,5,52.34
4226,2021,221F0040,1,2,56.37
4227,2021,220P2931,2,4,62.5
4228,2021,221P2145,12,5,45.15
4229,2021,134P3438,2,2,61.22
4230,2021,141P4134,3,3,100.53
4231,2021,302P0022,2,6,94.51
4232,2021,407P0037,14,2,103.56
4233,2021,110F0002,118,5,50.15
4234,2021,110F0007,19,2,85.55
4235,2021,111F0099,4,18,131.64
4236,2021,112F0007,6,2,109.67
4237,2021,132F0010,4,4,56.37
4238,2021,134F0003,3,2,31.3
4239,2021,301F0509,2,7,51.19
4240,2021,302F0875,19,4,64.88
4241,2021,303F0418,5,9,60.26
4242,2021,407F0001,8,18,107.02
4243,2021,521F0084,8,8,73.19
4244,2021,602P0340,4,6,90.38
4245,2021,603P0333,2,4,62.37
4246,2021,112P1676,1,5,21.67
4247,2021,116P1609,10,18,78.54
4248,2021,117P1757,6,2,75.02
4249,2021,121P2102,3,4,95.35
4250,2021,125P2435,1,3,81.18
4251,2021,126P2601,1,4,17.43
4252,2021,601F0009,15,18,73.52
4253,2021,601F0115,2,6,61.02
4254,2021,601F0227,4,5,83.4
4255,2021,601F0489,7,6,23.28
4256,2021,603F0059,18,2,69.22
4257,2021,225P2585,2,2,88.31
4258,2021,134P1523,1,3,37.22
4259,2021,134P3433,2,3,17.19
4260,2021,141P4141,1,3,72.14
4261,2021,518P0024,1,3,70.4
4262,2021,309P0007,1,4,55.79
4263,2021,309P0031,11,2,28.98
4264,2021,407P0032,3,3,60.47
4265,2021,407P0046,1,2,70.3
4266,2021,110F0005,5,8,55.39
4267,2021,111F0089,1,4,77.05
4268,2021,113F0011,18,9,55.62
4269,2021,125F0016,1,2,91.01
4270,2021,135F0013,9,2,83.86
4271,2021,301F0307,3,18,120.33
4272,2021,302F0582,28,18,41.23
4273,2021,302F0875,1,2,83.82
4274,2021,222P2340,2,5,70.0
4275,2021,518F0014,2,9,92.07
4276,2021,518F0018,11,4,58.85
4277,2021,521F0177,3,18,82.42
4278,2021,522F0036,13,8,54.83
4279,2021,605P0315,5,6,48.19
4280,2021,110P1187,3,4,65.26
4281,2021,116P1285,4,5,8.38
4282,2021,123P2366,10,5,42.72
4283,2021,131P3116,6,2,97.9
4284,2021,601F0002,34,8,53.71
4285,2021,605F0009,13,18,95.16
4286,2021,145P4526,1,18,78.94
4287,2021,146P4553,1,3,65.23
4288,2021,222P2247,5,18,93.59
4289,2021,134P3454,3,4,22.66
4290,2021,135P3531,2,18,126.66
4291,2021,517P0024,8,5,75.05
4292,2021,308P0003,4,18,85.96
4293,2021,310P0048,25,18,91.08
4294,2021,222P2342,2,5,38.92
4295,2021,409P0045,4,18,81.58
4296,2021,410P0074,5,2,108.24
4297,2021,414P0002,6,18,125.99
4298,2021,111F0109,3,18,109.72
4299,2021,112F0032,2,4,60.36
4300,2021,123F0023,2,4,132.41
4301,2021,125F0043,18,5,109.33
4302,2021,133F0019,19,2,70.21
4303,2021,302F0607,3,18,111.12
4304,2021,302F0624,2,3,56.49
4305,2021,302F0833,25,5,63.34
4306,2021,302F0854,4,8,48.84
4307,2021,517F0079,6,8,61.79
4308,2021,518F0012,2,9,104.13
4309,2021,602P0021,5,6,73.42
4310,2021,112P1232,5,6,53.34
4311,2021,112P1613,1,2,93.66
4312,2021,224P2441,3,2,65.69
4313,2021,113P1316,1,2,76.03
4314,2021,116P1502,7,18,112.98
4315,2021,601F0038,3,6,80.01
4316,2021,601F0042,2,18,136.92
4317,2021,133P3301,4,3,48.69
4318,2021,606F0017,58,6,52.69
4319,2021,606F0024,21,18,98.56
4320,2021,221F0051,1,18,109.74
4321,2021,221P3111,2,3,31.92
4322,2021,143P4338,6,3,21.35
4323,2021,145P4547,3,3,38.89
4324,2021,134P3448,2,3,22.37
4325,2021,135P3502,3,4,14.58
4326,2021,111F0011,1,3,53.76
4327,2021,111F0053,1,6,112.25
4328,2021,111F0077,10,9,39.56
4329,2021,111F0097,2,2,74.84
4330,2021,132F0021,1,3,53.22
4331,2021,141F0002,161,18,88.22
4332,2021,409F0001,17,5,67.81
4333,2021,601P0316,3,6,48.29
4334,2021,605P0321,14,5,52.65
4335,2021,116P1610,1,2,72.07
4336,2021,601F0014,16,3,100.33
4337,2021,601F0092,32,4,30.47
4338,2021,605F0009,17,5,54.42
4339,2021,225P2560,1,4,34.82
4340,2021,232P3211,1,5,11.84
4341,2021,221F0068,1,2,66.43
4342,2021,220P2902,2,5,42.46
4343,2021,220P2904,2,18,78.69
4344,2021,141P4141,3,3,72.14
4345,2021,521P0027,2,18,136.75
4346,2021,522P0033,10,5,44.41
4347,2021,303P0019,8,3,61.07
4348,2021,408P0008,4,3,67.5
4349,2021,409P0023,7,3,44.39
4350,2021,410P0064,2,2,80.73
4351,2021,111F0049,10,6,52.38
4352,2021,134P3402,13,3,44.44
4353,2021,112F0112,1,4,80.86
4354,2021,112F0115,42,2,81.33
4355,2021,113F0006,6,9,76.2
4356,2021,113F0012,6,4,73.16
4357,2021,123F0026,1,8,91.63
4358,2021,125F0065,3,4,42.25
4359,2021,131F0014,2,3,8.09
4360,2021,303F0434,34,5,98.93
4361,2021,414F0003,51,2,60.88
4362,2021,520F0012,8,9,65.51
4363,2021,521F0066,2,7,51.72
4364,2021,116P1230,18,3,56.94
4365,2021,123P2307,3,3,59.1
4366,2021,601F0115,8,9,64.84
4367,2021,601F0184,38,6,39.84
4368,2021,602F0002,1,6,193.53
4369,2021,606F0004,3,4,64.79
4370,2021,601P0039,95,6,67.29
4371,2021,221P3451,1,2,53.88
4372,2021,132P3215,6,4,50.57
4373,2021,133P3311,5,2,78.96
4374,2021,134P1506,2,4,15.82
4375,2021,134P3454,4,4,22.66
4376,2021,520P0038,3,6,41.01
4377,2021,301P0012,7,2,62.81
4378,2021,303P0013,1,6,75.91
4379,2021,308P0082,3,18,83.56
4380,2021,309P0020,1,4,47.62
4381,2021,310P0048,29,18,91.08
4382,2021,411P0002,6,3,53.38
4383,2021,111F0062,1,4,53.32
4384,2021,111F0103,1,2,104.07
4385,2021,123F0004,1,3,52.82
4386,2021,123F0032,1,6,47.19
4387,2021,125F0007,1,9,43.59
4388,2021,125F0037,2,9,41.77
4389,2021,131F0040,3,8,115.41
4390,2021,134F0015,1,8,67.41
4391,2021,606P0332,3,18,65.37
4392,2021,117P1505,4,2,62.14
4393,2021,123P2372,1,5,30.63
4394,2021,601F0147,4,3,76.86
4395,2021,606F0017,5,3,87.81
4396,2021,606F0024,37,2,81.26
4397,2021,606F0130,2,2,55.14
4398,2021,226P2644,1,4,22.69
4399,2021,235F0008,1,3,28.25
4400,2021,145P4560,2,7,25.45
4401,2021,224P2404,5,4,45.43
4402,2021,224P2443,1,4,33.23
4403,2021,224P2453,13,2,64.22
4404,2021,308P0017,11,2,83.61
4405,2021,134P3412,6,4,37.03
4406,2021,410P0082,5,2,91.59
4407,2021,110F0015,12,2,94.17
4408,2021,110F0028,5,7,33.22
4409,2021,111F0049,24,6,41.44
4410,2021,116F0008,3,18,39.17
4411,2021,135F0007,1,2,41.1
4412,2021,301F0583,5,18,102.53
4413,2021,302F0623,10,4,65.1
4414,2021,310F0387,33,3,32.2
4415,2021,117P1747,3,5,43.27
4416,2021,121P2139,6,18,93.03
4417,2021,123P2307,7,3,59.1
4418,2021,125P2406,2,4,56.29
4419,2021,601F0072,3,5,77.75
4420,2021,601F0130,2,3,73.65
4421,2021,605F0009,22,18,108.06
4422,2021,226P2649,1,5,18.98
4423,2021,235P3575,1,3,67.03
4424,2021,221F0013,3,3,39.69
4425,2021,221P2108,5,4,37.87
4426,2021,224P2432,7,4,33.74
4427,2021,224P2451,6,6,28.5
4428,2021,132P3207,6,4,75.95
4429,2021,134P1532,3,4,46.18
4430,2021,143P4304,12,2,72.37
4431,2021,301P0008,2,2,102.71
4432,2021,310P0048,31,18,91.08
4433,2021,112F0002,12,7,76.26
4434,2021,123F0016,5,2,54.0
4435,2021,125F0016,3,3,65.73
4436,2021,141F0002,8,8,41.91
4437,2021,302F0252,44,7,72.29
4438,2021,302F0531,1,8,24.96
4439,2021,601P0347,2,4,76.53
4440,2021,602P0021,6,6,73.42
4441,2021,602P0316,1,6,55.27
4442,2021,125P2406,10,4,56.29
4443,2021,604F0448,45,9,54.19
4444,2021,606F0017,44,6,50.35
4445,2021,220P2016,4,3,91.38
4446,2021,143P4352,3,5,16.07
4447,2021,134P3412,11,4,25.32
4448,2021,522P0020,6,2,79.5
4449,2021,301P0023,3,18,129.93
4450,2021,308P0064,3,18,88.92
4451,2021,310P0025,2,18,47.16
4452,2021,310P0031,8,18,87.79
4453,2021,407P0046,5,2,70.67
4454,2021,409P0026,12,2,78.17
4455,2021,302F0875,4,2,83.82
4456,2021,302F0875,8,2,109.8
4457,2021,521F0036,7,6,42.92
4458,2021,521F0169,14,9,22.66
4459,2021,522F0001,2,18,81.84
4460,2021,604P0314,3,5,60.23
4461,2021,121P2115,9,2,90.98
4462,2021,121P2122,2,18,111.26
4463,2021,602F0138,4,18,94.01
4464,2021,602F0542,2,5,56.12
4465,2021,604F0020,51,3,85.51
4466,2022,603F0020,50,7,72.77
4467,2021,225P2756,1,2,65.86
4468,2021,230P3055,3,3,49.49
4469,2021,222P2341,1,5,60.36
4470,2021,224P2450,4,2,64.0
4471,2021,517P0051,2,7,68.13
4472,2021,303P0027,2,18,275.02
4473,2021,410P0019,8,4,52.54
4474,2021,110F0002,119,5,50.14
4475,2021,110F0005,2,9,55.39
4476,2021,112F0010,24,3,51.54
4477,2021,112F0050,2,7,59.61
4478,2021,117F0001,2,2,8.98
4479,2021,143F0001,25,18,71.58
4480,2021,517F0684,4,4,53.63
4481,2021,520F0004,4,6,48.85
4482,2021,521F0032,7,7,46.4
4483,2021,112P1258,3,2,95.9
4484,2021,112P1669,5,3,55.13
4485,2021,116P1609,2,18,78.54
4486,2021,122P2201,3,4,82.5
4487,2021,601F0010,8,3,72.23
4488,2021,601F0227,1,3,86.44
4489,2021,602F0004,5,4,75.18
4490,2021,225P2513,3,5,30.71
4491,2021,146F0006,2,4,48.49
4492,2021,221F0009,3,5,45.18
4493,2021,222P2302,2,9,34.02
4494,2021,224P2432,9,4,33.74
4495,2021,134P3438,1,2,61.22
4496,2021,517P0072,15,5,45.93
4497,2021,302P0017,7,7,84.1
4498,2021,308P0004,6,2,53.46
4499,2021,308P0065,8,18,108.08
4500,2021,409P0023,6,3,44.4
4501,2021,410P0013,6,2,93.06
4502,2021,111F0004,32,8,42.34
4503,2021,113F0011,11,18,91.0
4504,2021,125F0024,26,12,41.83
4505,2021,133F0004,4,2,91.9
4506,2021,302F0152,12,4,56.88
4507,2021,302F0361,15,4,85.79
4508,2021,303F0432,8,7,84.48
4509,2021,521F0064,1,2,72.76
4510,2021,602P0324,3,5,59.59
4511,2021,602F0001,11,2,68.05
4512,2021,112F0105,2,18,38.23
4513,2022,601F0009,2,3,74.08
4514,2021,225P2515,1,2,30.1
4515,2021,225P2869,1,2,67.94
4516,2021,221F0025,1,3,39.89
4517,2021,146P4572,1,3,49.18
4518,2021,221P3410,7,3,27.21
4519,2021,134P3415,2,2,194.43
4520,2021,134P3451,9,2,86.49
4521,2021,521P0006,10,3,93.9
4522,2021,522P0032,4,18,100.8
4523,2021,302P0007,4,3,26.97
4524,2021,309P0054,10,18,116.24
4525,2021,310P0008,1,4,34.32
4526,2021,407P0045,13,3,74.37
4527,2021,111F0015,13,7,56.58
4528,2021,111F0016,5,3,61.8
4529,2021,111F0037,3,18,89.3
4530,2021,111F0079,3,3,69.6
4531,2021,123F0005,16,18,118.42
4532,2021,123F0041,4,18,40.69
4533,2021,131F0040,13,3,114.78
4534,2021,133F0010,1,2,51.18
4535,2021,133F0012,22,2,82.35
4536,2021,414F0002,20,6,70.44
4537,2021,521F0086,8,7,83.44
4538,2021,601P0314,1,6,79.26
4539,2021,601P0337,3,6,94.05
4540,2021,602P0340,3,6,90.38
4541,2021,122P2205,3,5,101.47
4542,2021,126P2637,1,5,36.15
4543,2021,601F0480,9,2,123.91
4544,2021,224P4601,5,4,10.72
4545,2021,226P2656,21,5,42.66
4546,2021,220P2008,1,2,116.06
4547,2021,221P2144,2,5,21.81
4548,2021,145P4513,4,2,72.21
4549,2021,224P2413,1,5,42.08
4550,2021,602P0368,5,2,109.82
4551,2021,121P2111,5,2,114.18
4552,2021,123P2307,9,3,59.1
4553,2021,125P2406,6,4,56.3
4554,2021,133P3301,1,3,48.69
4555,2021,517P0034,8,3,100.58
4556,2021,517P0040,3,18,99.31
4557,2021,301P0008,5,2,102.71
4558,2021,301P0010,13,2,126.2
4559,2021,302P0007,2,3,26.98
4560,2021,302P0049,6,7,71.51
4561,2021,309P0041,11,2,71.33
4562,2021,411P0006,1,2,95.16
4563,2021,131F0036,3,2,134.89
4564,2021,134F0030,2,18,112.27
4565,2021,141F0002,50,4,69.56
4566,2021,302F0361,28,8,69.01
4567,2021,302F0582,35,2,28.71
4568,2021,521F0032,11,7,54.1
4569,2021,521F0172,5,8,33.03
4570,2021,605F0084,12,18,73.93
4571,2021,220P2003,2,8,242.81
4572,2021,221P2146,3,4,76.47
4573,2021,221P3410,8,3,27.21
4574,2021,224P4601,4,4,14.29
4575,2021,225P2677,18,4,46.03
4576,2021,232P3303,2,4,24.99
4577,2021,235P3501,2,18,76.29
4578,2021,133P3328,3,18,66.55
4579,2021,517P0041,10,18,114.74
4580,2021,301P0026,10,4,72.8
4581,2021,407P0046,7,2,70.3
4582,2021,408P0004,11,4,57.22
4583,2021,408P0020,2,2,79.0
4584,2021,414P0044,2,3,58.35
4585,2021,116F0044,5,4,72.72
4586,2021,123F0021,7,18,13.8
4587,2021,124F0004,5,3,38.23
4588,2021,125F0009,1,18,129.21
4589,2021,302F0397,1,6,39.58
4590,2021,517F0037,2,18,105.46
4591,2021,517F0057,4,3,77.24
4592,2021,520F0004,7,6,48.85
4593,2021,521F0081,1,5,70.47
4594,2021,601F0132,3,2,80.58
4595,2021,601F0381,25,9,105.08
4596,2021,602F0517,11,3,71.91
4597,2021,605F0009,27,6,50.0
4598,2021,224P2326,1,3,15.26
4599,2021,224P2346,5,4,21.78
4600,2021,226P2537,4,2,89.72
4601,2021,226P2537,2,2,89.72
4602,2021,221F0025,8,3,39.89
4603,2021,111P1165,6,5,63.55
4604,2021,112P1232,1,6,53.34
4605,2021,112P1240,10,3,61.88
4606,2021,116P1249,2,4,44.96
4607,2021,122P2212,2,3,53.16
4608,2021,123P2366,2,5,42.72
4609,2021,123P2366,1,5,42.72
4610,2021,125P2414,2,18,97.27
4611,2021,135P3502,4,4,14.58
4612,2021,517P0040,2,18,99.31
4613,2021,521P0005,7,4,102.12
4614,2021,522P0029,2,18,48.96
4615,2021,522P0044,6,18,96.65
4616,2021,302P0025,3,18,85.01
4617,2021,407P0013,6,8,52.42
4618,2021,410P0009,3,5,59.03
4619,2021,112F0055,6,18,112.08
4620,2021,125F0030,3,4,44.43
4621,2021,134F0015,4,8,67.41
4622,2021,141F0006,2,9,38.52
4623,2021,302F0396,2,18,113.21
4624,2021,302F0496,2,18,112.29
4625,2021,302F0582,36,2,28.71
4626,2021,303F0434,20,4,112.8
4627,2021,309F0809,2,18,98.46
4628,2021,601F0161,3,4,355.49
4629,2021,222P2284,2,18,45.89
4630,2021,224P2450,9,2,64.0
4631,2021,224P4605,7,5,30.79
4632,2021,224P4606,5,5,15.4
4633,2021,225P2586,3,4,41.66
4634,2021,232P3201,2,7,43.5
4635,2021,232P3314,1,4,25.88
4636,2021,235P3559,1,2,69.22
4637,2021,235P3570,3,3,53.82
4638,2021,238P3835,1,3,52.67
4639,2021,602P0324,1,5,59.59
4640,2021,110P1187,9,4,65.26
4641,2021,116P1230,17,3,56.94
4642,2021,116P1509,3,4,55.66
4643,2021,117P1512,1,2,85.03
4644,2021,123P2339,5,4,73.12
4645,2021,132P3201,4,3,89.03
4646,2021,135P3545,1,6,17.54
4647,2021,517P0092,6,2,115.21
4648,2021,518P0024,5,3,70.4
4649,2021,308P0066,6,18,106.68
4650,2021,309P0067,3,18,105.67
4651,2021,407P0030,18,4,45.43
4652,2021,110F0002,62,3,65.57
4653,2021,110F0007,56,18,36.06
4654,2021,111F0015,11,7,61.3
4655,2021,111F0061,1,4,73.5
4656,2021,111F0102,4,2,73.38
4657,2021,125F0019,1,18,99.32
4658,2021,131F0059,1,18,53.74
4659,2021,302F0423,10,9,4.81
4660,2021,409F0001,15,18,93.73
4661,2021,521F0046,6,6,67.55
4662,2021,521F0140,1,7,74.8
4663,2021,522F0068,1,4,57.38
4664,2021,601F0023,4,6,82.11
4665,2021,601F0223,9,2,84.49
4666,2021,602F0034,1,2,64.12
4667,2021,220P2902,5,5,46.7
4668,2021,222P2241,4,4,67.42
4669,2021,235P3575,2,3,67.03
4670,2021,143P4321,1,5,19.23
4671,2021,143P4540,1,3,32.9
4672,2021,603P0073,2,5,26.31
4673,2021,604P0314,4,5,60.22
4674,2021,606P0303,1,18,114.1
4675,2021,134P3403,2,18,91.22
4676,2021,143P4357,4,5,34.51
4677,2021,310P0014,2,3,56.16
4678,2021,408P0004,3,4,57.22
4679,2021,111F0002,22,4,68.35
4680,2021,112F0046,5,8,36.19
4681,2021,123F0021,5,18,13.8
4682,2021,132F0003,1,2,57.71
4683,2021,302F0252,5,7,69.21
4684,2021,409F0001,26,4,83.2
4685,2021,518F0018,14,4,58.85
4686,2021,604F0008,1,2,53.36
4687,2021,220P2016,2,3,91.38
4688,2021,225P2835,3,4,19.8
4689,2021,232P3053,3,3,40.59
4690,2021,143P4321,5,5,19.23
4691,2021,602P0356,5,4,62.05
4692,2021,132P3221,8,4,61.47
4693,2021,135P3531,7,18,126.65
4694,2021,517P0041,4,18,114.74
4695,2021,521P0013,18,18,124.4
4696,2021,309P0048,4,2,74.82
4697,2021,310P0048,34,18,91.08
4698,2021,414P0003,3,2,112.03
4699,2021,110F0038,11,7,51.39
4700,2021,125F0013,6,2,83.11
4701,2021,141F0002,19,18,122.91
4702,2021,302F0311,26,7,64.86
4703,2021,302F0524,2,18,134.44
4704,2021,521F0169,12,9,22.66
4705,2021,601F0041,1,5,71.32
4706,2021,601F0519,1,4,71.92
4707,2021,221P3126,1,2,64.26
4708,2021,222P2235,1,18,102.9
4709,2021,224P2406,4,18,58.16
4710,2021,235P3576,3,2,68.93
4711,2021,602P0308,5,5,88.19
4712,2021,112P1283,1,5,94.49
4713,2021,117P1720,5,18,113.8
4714,2021,134P1529,4,4,27.81
4715,2021,135P3526,4,3,63.8
4716,2021,135P3548,1,18,111.1
4717,2021,517P0029,4,4,60.75
4718,2021,309P0044,1,2,52.01
4719,2021,407P0043,2,3,74.84
4720,2021,414P0052,6,18,124.02
4721,2021,111F0089,6,2,73.94
4722,2021,125F0048,1,18,100.94
4723,2021,135F0004,14,3,46.95
4724,2021,135F0015,25,4,41.82
4725,2021,302F0300,14,2,81.8
4726,2021,302F0396,11,18,113.21
4727,2021,409F0001,41,5,68.35
4728,2021,414F0003,34,3,57.91
4729,2021,606F0166,23,9,40.07
4730,2021,220P2903,3,5,34.88
4731,2021,602P0348,2,4,50.39
4732,2021,116P1230,3,3,26.85
4733,2021,125P2503,1,3,53.95
4734,2021,517P0015,2,6,40.31
4735,2021,517P0039,2,3,71.47
4736,2021,309P0061,12,2,64.16
4737,2021,111F0120,3,6,58.59
4738,2021,113F0012,25,4,69.76
4739,2021,141F0002,76,9,53.05
4740,2021,301F0816,15,3,61.33
4741,2021,302F0426,1,5,86.04
4742,2021,521F0127,6,6,70.13
4743,2021,601F0089,26,3,61.14
4744,2021,601F0115,20,8,65.6
4745,2021,605F0074,1,4,55.2
4746,2021,606F0002,2,5,112.26
4747,2021,220P2022,9,4,73.25
4748,2021,220P2901,6,5,71.06
4749,2021,222P2207,2,18,85.3
4750,2021,225P2572,2,7,37.02
4751,2021,116P1229,5,18,102.3
4752,2021,116P1285,2,5,8.38
4753,2021,121P2114,5,5,65.15
4754,2021,125P2520,2,2,99.27
4755,2021,131P3143,2,5,47.31
4756,2021,521P0006,18,3,93.9
4757,2021,522P0057,7,4,67.25
4758,2021,301P0001,2,2,101.47
4759,2021,303P0019,6,3,61.07
4760,2021,308P0024,4,18,72.78
4761,2021,310P0034,7,4,81.54
4762,2021,411P0007,15,5,46.97
4763,2021,113F0009,37,18,114.45
4764,2021,117F0004,1,3,43.6
4765,2021,123F0021,6,18,13.8
4766,2021,301F0106,2,2,70.93
4767,2021,301F0265,2,5,48.96
4768,2021,301F0611,1,9,33.09
4769,2021,310F0387,31,3,32.2
4770,2021,414F0003,33,4,60.35
4771,2021,602F0041,1,8,44.39
4772,2021,603F0020,32,8,44.3
4773,2021,603F0478,1,18,54.38
4774,2021,235P3553,4,4,34.53
4775,2021,221F0069,1,18,96.8
4776,2021,222F0004,2,2,90.9
4777,2021,111P1166,1,4,40.51
4778,2021,113P1309,6,2,90.5
4779,2021,132P3229,3,6,32.9
4780,2021,134P3452,2,2,46.34
4781,2021,522P0034,5,4,83.76
4782,2021,309P0031,2,2,28.98
4783,2021,309P0061,11,2,64.16
4784,2021,410P0042,3,2,110.92
4785,2021,110F0007,2,2,85.55
4786,2021,110F0009,10,4,60.21
4787,2021,111F0012,39,3,83.63
4788,2021,111F0049,21,6,41.44
4789,2021,111F0067,3,6,43.95
4790,2021,111F0072,2,18,81.52
4791,2021,111F0121,2,6,64.24
4792,2021,112F0006,16,5,59.61
4793,2021,112F0032,13,4,60.36
4794,2021,112F0055,8,18,112.08
4795,2021,116F0046,1,18,82.78
4796,2021,124F0008,9,4,48.09
4797,2021,301F0433,7,3,78.41
4798,2021,302F0016,15,5,65.83
4799,2021,302F0252,39,8,71.27
4800,2021,302F0313,41,4,64.69
4801,2021,302F0806,1,6,44.78
4802,2021,303F0315,41,3,42.79
4803,2021,520F0009,3,18,62.31
4804,2021,521F0162,3,2,110.41
4805,2021,601F0455,37,5,33.3
4806,2021,604F0425,31,3,73.4
4807,2021,605F0029,7,9,74.16
4808,2021,605F0042,10,2,59.35
4809,2021,606F0009,49,8,35.11
4810,2021,220P2016,3,3,91.38
4811,2021,222P2277,2,4,40.42
4812,2021,602P0347,5,4,44.97
4813,2021,112P1226,7,3,46.75
4814,2021,112P1240,3,3,61.88
4815,2021,116P1232,2,4,24.78
4816,2021,116P1538,3,18,64.0
4817,2021,135P3526,13,3,63.8
4818,2021,301P0010,5,2,80.95
4819,2021,308P0021,6,2,93.83
4820,2021,309P0056,1,6,73.86
4821,2021,408P0004,14,4,57.22
4822,2021,409P0028,1,4,42.96
4823,2021,411P0029,1,3,7.82
4824,2021,414P0043,4,9,74.05
4825,2021,110F0009,34,6,52.71
4826,2021,111F0119,1,6,75.33
4827,2021,112F0089,9,6,33.89
4828,2021,112F0127,8,2,92.87
4829,2021,113F0010,13,3,73.37
4830,2021,125F0024,16,3,49.36
4831,2021,131F0017,13,2,53.88
4832,2021,131F0035,1,2,75.2
4833,2021,132F0007,2,3,96.26
4834,2021,132F0019,6,2,91.6
4835,2021,303F0487,2,4,73.09
4836,2021,517F0057,3,3,77.24
4837,2021,520F0012,5,9,65.52
4838,2021,521F0008,2,8,18.39
4839,2021,602F0022,4,9,74.61
4840,2021,602F0158,4,7,48.48
4841,2021,602F0531,4,2,68.45
4842,2021,603F0020,6,5,71.73
4843,2021,606F0196,8,6,42.3
4844,2021,303P0028,4,4,73.91
4845,2021,222P2345,5,4,38.39
4846,2021,224P2445,2,4,31.49
4847,2021,232P3202,1,18,105.17
4848,2021,235P3426,6,2,52.76
4849,2021,238P3920,1,3,33.36
4850,2021,601P0337,6,6,94.05
4851,2021,604P0311,4,4,70.76
4852,2021,110P1187,1,4,65.26
4853,2021,121P2111,2,2,114.18
4854,2021,121P2126,3,4,57.63
4855,2021,132P3204,5,5,73.64
4856,2021,133P3311,6,2,78.96
4857,2021,135P3526,10,3,63.8
4858,2021,522P0050,9,18,121.14
4859,2021,301P0033,2,3,50.45
4860,2021,301P0042,2,4,75.3
4861,2021,310P0048,11,18,91.08
4862,2021,310P0048,26,18,91.08
4863,2021,410P0002,4,2,81.34
4864,2021,410P0078,6,2,88.7
4865,2021,125F0005,4,2,83.92
4866,2021,125F0011,2,18,99.54
4867,2021,131F0034,1,2,35.38
4868,2021,131F0036,2,2,134.9
4869,2021,301F0265,16,3,52.56
4870,2021,601F0115,30,18,99.86
4871,2021,602F0058,2,2,64.85
4872,2021,604F0020,60,18,110.88
4873,2021,232P3241,1,4,22.36
